Sale_ID,Sale_Date,Region,State,Product_Category,Product_Subcategory,Product_Name,Quantity,Unit_Price,Total_Sales,Discount_Percentage,Profit,Season,Festival,Payment_Mode
9259,2024-03-21,West,Maharashtra,Electronics,Earphones,Premium Earphones,3,53734,153141.9,5,29694.95,Summer,None,Cash
9260,2024-09-16,South,Karnataka,Furniture,Chair,Basic Chair,2,8297,14104.9,15,1689.82,Festive,Diwali,Credit Card
9261,2024-10-02,East,Assam,Groceries,Snacks,Standard Snacks,4,987,3355.8,15,436.61,Festive,Diwali,UPI
9262,2024-11-12,West,Gujarat,Groceries,Cereals,Standard Cereals,3,875,2493.75,5,147.29,Festive,Ganesh Chaturthi,UPI
9263,2024-12-14,East,Assam,Furniture,Chair,Basic Chair,4,19511,78044,0,11443.25,Winter,None,Credit Card
9264,2024-01-22,North,Haryana,Clothing,Kids Wear,Premium Kids Wear,3,1232,3696,0,280.19,Winter,None,Debit Card
9265,2024-12-07,Central,Madhya Pradesh,Electronics,Laptops,Standard Laptops,4,23325,83970,10,6326.37,Winter,None,Credit Card
9266,2024-11-02,Central,Chhattisgarh,Furniture,Sofa,Basic Sofa,5,36016,162072,10,38554.5,Festive,Navratri,Debit Card
9267,2024-04-17,Central,Chhattisgarh,Clothing,Men's Wear,Premium Men's Wear,1,1027,1027,0,117.38,Summer,None,UPI
9268,2024-04-10,Central,Chhattisgarh,Furniture,Bed,Basic Bed,1,48482,41209.7,15,3911.82,Summer,None,Debit Card
9269,2024-06-03,West,Gujarat,Furniture,Sofa,Basic Sofa,1,11958,10762.2,10,2509.61,Monsoon,None,Cash
9270,2024-04-06,East,Odisha,Clothing,Men's Wear,Premium Men's Wear,5,2903,13789.25,5,2322.58,Summer,None,Net Banking
9271,2024-08-29,East,West Bengal,Clothing,Kids Wear,Standard Kids Wear,4,2314,9256,0,1039.16,Monsoon,None,Credit Card
9272,2024-02-02,South,Tamil Nadu,Home Appliances,Refrigerators,Premium Refrigerators,2,30740,58406,5,9177.32,Winter,Pongal,Credit Card
9273,2024-04-29,East,West Bengal,Groceries,Beverages,Standard Beverages,4,140,532,5,84.98,Summer,None,Net Banking
9274,2024-04-16,West,Rajasthan,Clothing,Kids Wear,Premium Kids Wear,5,2334,9919.5,15,2389.41,Summer,None,Credit Card
9275,2024-12-29,North,Uttar Pradesh,Electronics,Laptops,Standard Laptops,5,40435,202175,0,17800.98,Winter,None,Net Banking
9276,2024-08-29,East,West Bengal,Furniture,Bed,Premium Bed,1,14682,14682,0,1084.59,Monsoon,None,Credit Card
9277,2024-10-04,East,Assam,Furniture,Dining Table,Basic Dining Table,4,41408,165632,0,23762.2,Festive,Diwali,Credit Card
9278,2024-05-22,North,Delhi,Furniture,Dining Table,Basic Dining Table,2,6541,11773.8,10,2681.74,Summer,None,Net Banking
9279,2024-02-06,North,Uttar Pradesh,Furniture,Bed,Standard Bed,1,23747,21372.3,10,3848.2,Winter,None,UPI
9280,2024-06-23,West,Rajasthan,Electronics,Earphones,Standard Earphones,5,61544,307720,0,58869.4,Monsoon,None,Credit Card
9281,2024-09-14,North,Delhi,Furniture,Bed,Basic Bed,5,19319,91765.25,5,13844.01,Festive,Lohri,Debit Card
9282,2024-03-31,East,Assam,Groceries,Beverages,Premium Beverages,3,243,729,0,121.11,Summer,None,Debit Card
9283,2024-08-17,North,Uttar Pradesh,Electronics,Smart TVs,Standard Smart TVs,3,49495,141060.75,5,17084.72,Monsoon,None,Credit Card
9284,2024-03-27,West,Rajasthan,Furniture,Bed,Basic Bed,3,39998,107994.6,10,25145.3,Summer,None,Debit Card
9285,2024-09-10,South,Karnataka,Furniture,Bed,Basic Bed,5,36011,171052.25,5,9996.85,Festive,Diwali,Credit Card
9286,2024-05-11,West,Maharashtra,Clothing,Men's Wear,Premium Men's Wear,4,861,3444,0,560.88,Summer,None,Credit Card
9287,2024-03-01,West,Gujarat,Furniture,Chair,Basic Chair,4,37617,135421.2,10,21456.38,Summer,None,Debit Card
9288,2024-04-25,North,Haryana,Electronics,Laptops,Premium Laptops,2,48353,77364.8,20,6273.01,Summer,None,Credit Card
9289,2024-02-27,Central,Madhya Pradesh,Clothing,Kids Wear,Standard Kids Wear,2,1694,3218.6,5,515.61,Winter,None,UPI
9290,2024-03-01,West,Gujarat,Electronics,Mobile Phones,Premium Mobile Phones,1,15720,15720,0,3926.98,Summer,None,Cash
9291,2024-10-16,North,Punjab,Home Appliances,Refrigerators,Premium Refrigerators,2,14873,29746,0,6427.04,Festive,Diwali,Net Banking
9292,2024-11-21,North,Uttar Pradesh,Clothing,Kids Wear,Standard Kids Wear,5,835,3757.5,10,852.43,Festive,Lohri,Cash
9293,2024-04-01,North,Haryana,Clothing,Women's Wear,Premium Women's Wear,5,1646,6995.5,15,390.98,Summer,None,Credit Card
9294,2024-10-14,East,Odisha,Clothing,Women's Wear,Premium Women's Wear,1,1950,1950,0,470.89,Festive,Diwali,Credit Card
9295,2024-07-05,Central,Chhattisgarh,Home Appliances,Washing Machines,Basic Washing Machines,1,16831,14306.35,15,726.59,Monsoon,None,Cash
9296,2024-05-28,East,Odisha,Furniture,Chair,Premium Chair,1,25507,25507,0,1484.38,Summer,None,Debit Card
9297,2024-10-24,South,Tamil Nadu,Clothing,Kids Wear,Standard Kids Wear,4,2111,6755.2,20,1334.62,Festive,Onam,Net Banking
9298,2024-01-05,North,Uttar Pradesh,Groceries,Spices,Premium Spices,5,328,1476,10,368.92,Winter,None,Debit Card
9299,2024-12-13,East,Assam,Electronics,Mobile Phones,Premium Mobile Phones,3,29248,87744,0,13265.79,Winter,None,Net Banking
9300,2024-05-24,Central,Chhattisgarh,Clothing,Men's Wear,Basic Men's Wear,1,2528,2401.6,5,386.41,Summer,None,Net Banking
9301,2024-06-21,North,Uttar Pradesh,Furniture,Sofa,Premium Sofa,5,13155,65775,0,6187.24,Monsoon,None,Debit Card
9302,2024-12-07,East,Assam,Groceries,Beverages,Standard Beverages,5,352,1584,10,378.01,Winter,None,Credit Card
9303,2024-04-09,Central,Chhattisgarh,Electronics,Mobile Phones,Basic Mobile Phones,4,9441,37764,0,8977.51,Summer,None,Net Banking
9304,2024-03-07,Central,Chhattisgarh,Home Appliances,Washing Machines,Standard Washing Machines,4,10674,42696,0,3564.29,Summer,None,UPI
9305,2024-04-19,West,Maharashtra,Groceries,Beverages,Standard Beverages,5,799,3595.5,10,856.42,Summer,None,Credit Card
9306,2024-03-08,North,Uttar Pradesh,Furniture,Dining Table,Standard Dining Table,1,46529,46529,0,2750.21,Summer,None,Debit Card
9307,2024-05-04,East,West Bengal,Home Appliances,Washing Machines,Premium Washing Machines,3,8740,23598,10,1810.52,Summer,None,Net Banking
9308,2024-06-15,North,Punjab,Clothing,Men's Wear,Standard Men's Wear,2,1160,2320,0,424.58,Monsoon,None,Debit Card
9309,2024-11-05,West,Rajasthan,Furniture,Dining Table,Standard Dining Table,1,33603,33603,0,3154.56,Festive,Ganesh Chaturthi,Debit Card
9310,2024-10-30,Central,Chhattisgarh,Groceries,Snacks,Premium Snacks,5,543,2579.25,5,129.45,Festive,Diwali,Cash
9311,2024-08-30,North,Delhi,Clothing,Women's Wear,Premium Women's Wear,3,972,2916,0,727.58,Monsoon,None,Debit Card
9312,2024-04-01,North,Uttar Pradesh,Furniture,Dining Table,Standard Dining Table,5,33968,169840,0,24201.83,Summer,None,UPI
9313,2024-05-22,North,Delhi,Clothing,Men's Wear,Standard Men's Wear,5,1336,6346,5,775.82,Summer,None,Debit Card
9314,2024-03-13,West,Maharashtra,Groceries,Beverages,Standard Beverages,4,110,396,10,43.8,Summer,None,Net Banking
9315,2024-11-24,Central,Chhattisgarh,Clothing,Men's Wear,Standard Men's Wear,2,2936,5284.8,10,825.34,Festive,Navratri,Net Banking
9316,2024-05-22,South,Kerala,Groceries,Spices,Basic Spices,2,373,746,0,159.32,Summer,None,Credit Card
9317,2024-11-07,Central,Chhattisgarh,Groceries,Spices,Standard Spices,5,382,1719,10,377.2,Festive,Diwali,UPI
9318,2024-07-19,South,Tamil Nadu,Clothing,Women's Wear,Basic Women's Wear,1,607,607,0,145.5,Monsoon,None,Credit Card
9319,2024-02-10,West,Maharashtra,Groceries,Beverages,Standard Beverages,2,686,1234.8,10,142.29,Winter,None,Debit Card
9320,2024-11-02,South,Karnataka,Groceries,Spices,Premium Spices,3,880,2508,5,166.26,Festive,Diwali,Cash
9321,2024-03-05,South,Karnataka,Home Appliances,Microwave Ovens,Premium Microwave Ovens,2,16726,33452,0,7013.52,Summer,None,Debit Card
9322,2024-12-16,South,Tamil Nadu,Clothing,Men's Wear,Premium Men's Wear,5,565,2825,0,299.57,Winter,Pongal,Credit Card
9323,2024-06-20,South,Tamil Nadu,Clothing,Kids Wear,Premium Kids Wear,4,745,2682,10,319.13,Monsoon,None,UPI
9324,2024-11-08,South,Telangana,Groceries,Beverages,Premium Beverages,2,814,1546.6,5,238.45,Festive,Pongal,Net Banking
9325,2024-06-17,North,Delhi,Clothing,Women's Wear,Basic Women's Wear,5,1748,8740,0,1165.71,Monsoon,None,Cash
9326,2024-08-16,West,Maharashtra,Clothing,Women's Wear,Basic Women's Wear,5,1088,5440,0,380.03,Monsoon,None,Net Banking
9327,2024-10-30,South,Tamil Nadu,Furniture,Chair,Premium Chair,5,2249,9558.25,15,1413.25,Festive,Pongal,Net Banking
9328,2024-09-07,South,Telangana,Clothing,Kids Wear,Standard Kids Wear,3,2538,7614,0,872.96,Festive,Onam,Cash
9329,2024-09-15,West,Gujarat,Clothing,Women's Wear,Premium Women's Wear,1,2236,2236,0,506.1,Festive,Diwali,Cash
9330,2024-11-05,West,Gujarat,Groceries,Snacks,Standard Snacks,4,433,1558.8,10,352.66,Festive,Ganesh Chaturthi,Cash
9331,2024-09-23,Central,Madhya Pradesh,Electronics,Smart TVs,Premium Smart TVs,3,5819,15711.3,10,1882.09,Festive,Navratri,Net Banking
9332,2024-03-09,Central,Madhya Pradesh,Electronics,Earphones,Standard Earphones,5,14914,74570,0,11284.08,Summer,None,Credit Card
9333,2024-07-30,East,Assam,Furniture,Chair,Standard Chair,4,41539,149540.4,10,8530.13,Monsoon,None,Net Banking
9334,2024-12-21,Central,Madhya Pradesh,Furniture,Bed,Premium Bed,1,28043,28043,0,5146.54,Winter,None,Credit Card
9335,2024-10-14,East,Odisha,Furniture,Sofa,Premium Sofa,4,5676,22704,0,3423.69,Festive,Durga Puja,Net Banking
9336,2024-07-31,South,Tamil Nadu,Furniture,Chair,Basic Chair,4,43066,163650.8,5,40401.85,Monsoon,None,Net Banking
9337,2024-09-01,Central,Chhattisgarh,Furniture,Dining Table,Standard Dining Table,4,3826,14538.8,5,933.87,Festive,Diwali,Cash
9338,2024-12-19,West,Gujarat,Electronics,Smart TVs,Basic Smart TVs,4,9429,35830.2,5,8159.3,Winter,None,UPI
9339,2024-03-12,South,Telangana,Groceries,Spices,Basic Spices,1,185,185,0,25.96,Summer,None,Net Banking
9340,2024-12-13,South,Tamil Nadu,Electronics,Mobile Phones,Basic Mobile Phones,3,13750,41250,0,3264.85,Winter,Pongal,UPI
9341,2024-01-05,West,Gujarat,Clothing,Kids Wear,Basic Kids Wear,3,586,1670.1,5,357.15,Winter,None,Cash
9342,2024-10-24,South,Telangana,Clothing,Women's Wear,Standard Women's Wear,4,684,2325.6,15,491.27,Festive,Onam,Debit Card
9343,2024-10-01,East,Assam,Electronics,Mobile Phones,Standard Mobile Phones,2,35921,71842,0,5522.82,Festive,Diwali,Credit Card
9344,2024-07-10,East,Odisha,Clothing,Kids Wear,Basic Kids Wear,3,1909,5154.3,10,445.43,Monsoon,None,Net Banking
9345,2024-03-06,Central,Madhya Pradesh,Home Appliances,Refrigerators,Standard Refrigerators,5,3948,16779,15,3998.64,Summer,None,Net Banking
9346,2024-05-07,East,West Bengal,Electronics,Smart TVs,Premium Smart TVs,4,55126,220504,0,50261.89,Summer,None,Cash
9347,2024-01-19,West,Gujarat,Groceries,Cereals,Standard Cereals,4,432,1468.8,15,233.16,Winter,None,Cash
9348,2024-08-18,North,Delhi,Clothing,Women's Wear,Standard Women's Wear,2,2161,4105.9,5,424.8,Monsoon,None,Cash
9349,2024-06-04,West,Rajasthan,Furniture,Sofa,Premium Sofa,4,9978,35920.8,10,6024.4,Monsoon,None,UPI
9350,2024-05-28,Central,Madhya Pradesh,Groceries,Beverages,Basic Beverages,2,134,254.6,5,20.04,Summer,None,Credit Card
9351,2024-04-27,Central,Madhya Pradesh,Clothing,Men's Wear,Premium Men's Wear,2,2201,4181.9,5,892.29,Summer,None,Cash
9352,2024-05-29,East,Odisha,Clothing,Women's Wear,Premium Women's Wear,3,920,2622,5,343.69,Summer,None,Debit Card
9353,2024-08-19,East,West Bengal,Groceries,Cereals,Standard Cereals,2,146,277.4,5,38.78,Monsoon,None,Credit Card
9354,2024-06-13,South,Telangana,Clothing,Kids Wear,Standard Kids Wear,2,2604,4947.6,5,1018.64,Monsoon,None,Net Banking
9355,2024-12-14,West,Gujarat,Furniture,Chair,Basic Chair,5,35705,178525,0,16308.61,Winter,None,Debit Card
9356,2024-02-22,East,Odisha,Electronics,Laptops,Premium Laptops,2,28738,51728.4,10,5047.56,Winter,None,Debit Card
9357,2024-03-08,Central,Chhattisgarh,Clothing,Kids Wear,Standard Kids Wear,4,2810,10678,5,1170.05,Summer,None,Debit Card
9358,2024-12-27,West,Maharashtra,Home Appliances,Washing Machines,Premium Washing Machines,1,29876,28382.2,5,6611.18,Winter,None,Debit Card
9359,2024-11-11,East,Assam,Home Appliances,Washing Machines,Premium Washing Machines,5,29206,146030,0,15227.19,Festive,Diwali,Net Banking
9360,2024-09-20,North,Delhi,Electronics,Smart TVs,Standard Smart TVs,3,59013,177039,0,12494.51,Festive,Diwali,Debit Card
9361,2024-03-17,East,West Bengal,Groceries,Spices,Basic Spices,1,480,432,10,79.14,Summer,None,Credit Card
9362,2024-11-03,East,Assam,Furniture,Bed,Premium Bed,1,21326,21326,0,1626.79,Festive,Diwali,Credit Card
9363,2024-02-24,West,Rajasthan,Groceries,Spices,Premium Spices,5,852,4047,5,921.16,Winter,None,Debit Card
9364,2024-05-02,Central,Madhya Pradesh,Furniture,Chair,Standard Chair,4,44822,161359.2,10,31039.68,Summer,None,Cash
9365,2024-06-04,North,Delhi,Groceries,Beverages,Premium Beverages,2,315,535.5,15,57.71,Monsoon,None,Net Banking
9366,2024-06-20,North,Haryana,Clothing,Kids Wear,Premium Kids Wear,2,775,1550,0,341.17,Monsoon,None,Cash
9367,2024-09-02,East,West Bengal,Clothing,Women's Wear,Basic Women's Wear,3,1257,3205.35,15,698.49,Festive,Durga Puja,Credit Card
9368,2024-03-26,East,West Bengal,Electronics,Laptops,Basic Laptops,5,55929,279645,0,49977.58,Summer,None,UPI
9369,2024-05-22,East,Assam,Clothing,Men's Wear,Premium Men's Wear,4,1436,5744,0,606.55,Summer,None,Credit Card
9370,2024-12-05,Central,Chhattisgarh,Groceries,Spices,Standard Spices,2,115,207,10,36.48,Winter,None,UPI
9371,2024-03-08,North,Haryana,Home Appliances,Washing Machines,Basic Washing Machines,5,9156,45780,0,3255.56,Summer,None,UPI
9372,2024-07-15,East,Odisha,Furniture,Dining Table,Standard Dining Table,4,27043,91946.2,15,10197.26,Monsoon,None,UPI
9373,2024-04-15,North,Haryana,Furniture,Bed,Standard Bed,5,17756,84341,5,20334.31,Summer,None,Credit Card
9374,2024-03-31,West,Rajasthan,Electronics,Laptops,Premium Laptops,2,45926,87259.4,5,19389.25,Summer,None,Cash
9375,2024-08-17,Central,Chhattisgarh,Furniture,Sofa,Standard Sofa,3,38006,102616.2,10,6134.52,Monsoon,None,Cash
9376,2024-08-01,East,Odisha,Electronics,Earphones,Basic Earphones,1,62517,59391.15,5,9543.53,Monsoon,None,Cash
9377,2024-11-08,South,Kerala,Furniture,Dining Table,Basic Dining Table,1,8046,8046,0,845.26,Festive,Diwali,Debit Card
9378,2024-11-06,North,Haryana,Furniture,Chair,Standard Chair,3,16214,46209.9,5,6525.66,Festive,Holi,Debit Card
9379,2024-09-16,South,Karnataka,Clothing,Men's Wear,Basic Men's Wear,5,1497,7485,0,684.01,Festive,Diwali,Debit Card
9380,2024-06-03,West,Gujarat,Groceries,Beverages,Premium Beverages,3,998,2395.2,20,275.65,Monsoon,None,Net Banking
9381,2024-01-26,North,Punjab,Furniture,Dining Table,Basic Dining Table,3,26602,79806,0,7576.13,Winter,None,Cash
9382,2024-04-01,North,Punjab,Clothing,Kids Wear,Premium Kids Wear,4,661,2379.6,10,591.08,Summer,None,Net Banking
9383,2024-03-16,North,Haryana,Furniture,Dining Table,Premium Dining Table,3,30883,83384.1,10,5561.4,Summer,None,UPI
9384,2024-04-06,West,Gujarat,Electronics,Laptops,Premium Laptops,2,11796,23592,0,3592.4,Summer,None,UPI
9385,2024-10-02,West,Gujarat,Groceries,Snacks,Standard Snacks,3,861,2583,0,528.77,Festive,Diwali,Debit Card
9386,2024-05-25,East,West Bengal,Clothing,Kids Wear,Basic Kids Wear,2,1009,2018,0,380.17,Summer,None,Debit Card
9387,2024-09-20,Central,Chhattisgarh,Home Appliances,Microwave Ovens,Standard Microwave Ovens,1,30167,27150.3,10,3823.91,Festive,Navratri,Cash
9388,2024-08-22,North,Haryana,Furniture,Dining Table,Basic Dining Table,2,6245,11241,10,2076.52,Monsoon,None,Cash
9389,2024-05-31,Central,Chhattisgarh,Clothing,Men's Wear,Premium Men's Wear,5,2662,13310,0,2323.64,Summer,None,UPI
9390,2024-03-22,West,Maharashtra,Groceries,Spices,Premium Spices,5,552,2760,0,188.53,Summer,None,UPI
9391,2024-09-01,East,Odisha,Electronics,Mobile Phones,Standard Mobile Phones,3,11917,35751,0,2013.69,Festive,Diwali,Net Banking
9392,2024-08-12,West,Gujarat,Home Appliances,Microwave Ovens,Basic Microwave Ovens,2,3451,6211.8,10,1016.43,Monsoon,None,UPI
9393,2024-12-10,Central,Chhattisgarh,Clothing,Women's Wear,Basic Women's Wear,5,888,3552,20,540.01,Winter,None,UPI
9394,2024-04-01,North,Punjab,Clothing,Women's Wear,Premium Women's Wear,2,2701,5402,0,1243.04,Summer,None,Debit Card
9395,2024-07-23,South,Tamil Nadu,Home Appliances,Washing Machines,Standard Washing Machines,3,5758,14682.9,15,3488.69,Monsoon,None,Credit Card
9396,2024-03-08,South,Kerala,Furniture,Chair,Basic Chair,3,44052,132156,0,26344.61,Summer,None,Debit Card
9397,2024-11-25,North,Uttar Pradesh,Furniture,Bed,Standard Bed,4,6371,21661.4,15,1558.48,Festive,Lohri,Credit Card
9398,2024-03-02,North,Punjab,Groceries,Snacks,Basic Snacks,4,242,871.2,10,98.32,Summer,None,Net Banking
9399,2024-12-08,East,West Bengal,Electronics,Laptops,Basic Laptops,5,13440,67200,0,7764.7,Winter,None,Cash
9400,2024-12-28,North,Haryana,Groceries,Snacks,Standard Snacks,3,218,654,0,115.49,Winter,None,Debit Card
9401,2024-02-02,East,West Bengal,Home Appliances,Washing Machines,Standard Washing Machines,4,29929,107744.4,10,7654.43,Winter,None,UPI
9402,2024-08-12,South,Tamil Nadu,Furniture,Dining Table,Standard Dining Table,2,41781,83562,0,5017.13,Monsoon,None,Net Banking
9403,2024-01-07,South,Tamil Nadu,Clothing,Men's Wear,Basic Men's Wear,2,1519,2734.2,10,231.06,Winter,Pongal,UPI
9404,2024-09-16,South,Kerala,Furniture,Chair,Standard Chair,5,12487,62435,0,14713.67,Festive,Diwali,UPI
9405,2024-08-04,Central,Madhya Pradesh,Furniture,Dining Table,Premium Dining Table,4,11344,45376,0,11039.96,Monsoon,None,Credit Card
9406,2024-09-22,North,Uttar Pradesh,Electronics,Mobile Phones,Premium Mobile Phones,2,49769,99538,0,19703.93,Festive,Diwali,Cash
9407,2024-05-05,West,Maharashtra,Home Appliances,Microwave Ovens,Basic Microwave Ovens,4,18944,64409.6,15,11930.65,Summer,None,UPI
9408,2024-05-14,South,Telangana,Furniture,Chair,Premium Chair,5,29579,147895,0,30323.24,Summer,None,Cash
9409,2024-11-11,North,Haryana,Clothing,Kids Wear,Basic Kids Wear,1,2609,2348.1,10,197.67,Festive,Diwali,UPI
9410,2024-09-07,Central,Madhya Pradesh,Furniture,Chair,Premium Chair,2,8702,15663.6,10,3103.59,Festive,Navratri,Credit Card
9411,2024-08-18,North,Delhi,Groceries,Spices,Standard Spices,2,299,598,0,106.34,Monsoon,None,Cash
9412,2024-05-11,East,West Bengal,Groceries,Snacks,Premium Snacks,5,195,828.75,15,67.96,Summer,None,Net Banking
9413,2024-01-05,East,West Bengal,Electronics,Earphones,Premium Earphones,2,42962,81627.8,5,10800.47,Winter,None,UPI
9414,2024-12-01,East,West Bengal,Clothing,Kids Wear,Premium Kids Wear,2,2228,4233.2,5,401.34,Winter,None,Debit Card
9415,2024-02-13,South,Kerala,Furniture,Bed,Basic Bed,2,37571,67627.8,10,6969.12,Winter,Pongal,Credit Card
9416,2024-02-23,South,Karnataka,Home Appliances,Washing Machines,Premium Washing Machines,5,35370,159165,10,16987.82,Winter,Pongal,Cash
9417,2024-11-27,Central,Chhattisgarh,Home Appliances,Refrigerators,Premium Refrigerators,4,29059,98800.6,15,16361.7,Festive,Navratri,UPI
9418,2024-04-15,Central,Madhya Pradesh,Home Appliances,Microwave Ovens,Standard Microwave Ovens,2,16355,29439,10,2803.47,Summer,None,Credit Card
9419,2024-05-16,South,Kerala,Furniture,Bed,Premium Bed,5,49113,245565,0,15432.83,Summer,None,Credit Card
9420,2024-10-22,North,Punjab,Furniture,Bed,Standard Bed,4,29955,119820,0,16080.76,Festive,Holi,Cash
9421,2024-05-21,East,Assam,Furniture,Bed,Basic Bed,3,2477,7431,0,717.74,Summer,None,Net Banking
9422,2024-02-19,Central,Chhattisgarh,Electronics,Smart TVs,Standard Smart TVs,5,62364,311820,0,26742.79,Winter,None,Debit Card
9423,2024-02-19,North,Delhi,Clothing,Women's Wear,Basic Women's Wear,2,2801,5041.8,10,912.51,Winter,None,UPI
9424,2024-11-18,East,Odisha,Electronics,Smart TVs,Basic Smart TVs,4,51151,184143.6,10,43899.47,Festive,Diwali,UPI
9425,2024-11-10,West,Rajasthan,Groceries,Snacks,Premium Snacks,5,223,1115,0,277.36,Festive,Ganesh Chaturthi,Net Banking
9426,2024-10-25,West,Gujarat,Groceries,Snacks,Basic Snacks,1,196,196,0,29.82,Festive,Ganesh Chaturthi,Credit Card
9427,2024-06-20,East,West Bengal,Groceries,Spices,Standard Spices,4,546,2074.8,5,147.72,Monsoon,None,Credit Card
9428,2024-06-25,South,Karnataka,Groceries,Spices,Standard Spices,3,547,1641,0,283.71,Monsoon,None,Credit Card
9429,2024-12-15,East,Odisha,Furniture,Dining Table,Basic Dining Table,4,5132,20528,0,2557.47,Winter,None,Debit Card
9430,2024-08-20,East,Odisha,Furniture,Chair,Basic Chair,3,31555,89931.75,5,11881.34,Monsoon,None,Debit Card
9431,2024-03-16,South,Telangana,Groceries,Cereals,Standard Cereals,4,639,2172.6,15,379.85,Summer,None,Cash
9432,2024-12-23,West,Rajasthan,Electronics,Mobile Phones,Standard Mobile Phones,5,61829,278230.5,10,28244.64,Winter,None,Cash
9433,2024-05-22,East,Assam,Groceries,Cereals,Basic Cereals,5,385,1925,0,162.35,Summer,None,Credit Card
9434,2024-02-03,East,Assam,Furniture,Bed,Premium Bed,4,42317,160804.6,5,31700.04,Winter,None,Debit Card
9435,2024-09-30,North,Punjab,Furniture,Bed,Premium Bed,2,34955,69910,0,4929.86,Festive,Diwali,UPI
9436,2024-02-21,West,Maharashtra,Furniture,Bed,Basic Bed,2,28171,53524.9,5,8572.85,Winter,None,Debit Card
9437,2024-12-02,South,Telangana,Groceries,Spices,Premium Spices,2,266,532,0,105.19,Winter,Pongal,Cash
9438,2024-02-27,South,Telangana,Clothing,Women's Wear,Basic Women's Wear,1,1041,1041,0,179.64,Winter,Pongal,Debit Card
9439,2024-01-09,East,West Bengal,Furniture,Sofa,Premium Sofa,5,13651,68255,0,11338.25,Winter,None,Net Banking
9440,2024-10-22,South,Tamil Nadu,Clothing,Men's Wear,Standard Men's Wear,1,1114,891.2,20,119.47,Festive,Diwali,Credit Card
9441,2024-08-13,Central,Madhya Pradesh,Electronics,Mobile Phones,Premium Mobile Phones,4,26504,106016,0,12518.24,Monsoon,None,Credit Card
9442,2024-06-11,North,Haryana,Home Appliances,Microwave Ovens,Basic Microwave Ovens,4,27156,97761.6,10,20018.61,Monsoon,None,Credit Card
9443,2024-10-03,South,Tamil Nadu,Electronics,Earphones,Basic Earphones,1,67017,67017,0,8439.93,Festive,Onam,Cash
9444,2024-06-12,Central,Madhya Pradesh,Home Appliances,Refrigerators,Basic Refrigerators,4,34677,131772.6,5,22879.59,Monsoon,None,Net Banking
9445,2024-03-26,Central,Madhya Pradesh,Home Appliances,Washing Machines,Premium Washing Machines,5,18296,91480,0,6128.94,Summer,None,Debit Card
9446,2024-04-15,East,Odisha,Clothing,Men's Wear,Basic Men's Wear,2,1540,2464,20,570.13,Summer,None,Cash
9447,2024-08-13,Central,Madhya Pradesh,Electronics,Smart TVs,Standard Smart TVs,4,67237,268948,0,26248.54,Monsoon,None,Debit Card
9448,2024-03-01,Central,Chhattisgarh,Home Appliances,Microwave Ovens,Basic Microwave Ovens,3,3022,8159.4,10,1259.58,Summer,None,Cash
9449,2024-05-28,North,Punjab,Home Appliances,Microwave Ovens,Standard Microwave Ovens,3,3960,11880,0,1174.39,Summer,None,Debit Card
9450,2024-07-13,East,West Bengal,Clothing,Women's Wear,Basic Women's Wear,1,2829,2687.55,5,499.99,Monsoon,None,Credit Card
9451,2024-08-16,Central,Madhya Pradesh,Groceries,Snacks,Standard Snacks,2,779,1402.2,10,292.56,Monsoon,None,Debit Card
9452,2024-03-16,Central,Madhya Pradesh,Clothing,Men's Wear,Standard Men's Wear,3,2353,6706.05,5,881.63,Summer,None,Debit Card
9453,2024-12-16,North,Uttar Pradesh,Home Appliances,Microwave Ovens,Standard Microwave Ovens,1,19018,18067.1,5,1116.56,Winter,None,Net Banking
9454,2024-01-31,West,Maharashtra,Groceries,Spices,Basic Spices,3,367,1101,0,273.31,Winter,None,Cash
9455,2024-03-11,North,Delhi,Electronics,Smart TVs,Standard Smart TVs,4,25306,101224,0,24369.49,Summer,None,Cash
9456,2024-12-02,North,Delhi,Electronics,Earphones,Basic Earphones,4,37138,148552,0,23153.04,Winter,None,Net Banking
9457,2024-05-05,South,Karnataka,Groceries,Beverages,Premium Beverages,2,441,749.7,15,69.52,Summer,None,Debit Card
9458,2024-04-24,Central,Chhattisgarh,Groceries,Spices,Basic Spices,3,896,2419.2,10,142.71,Summer,None,Credit Card
9459,2024-09-27,West,Gujarat,Electronics,Smart TVs,Basic Smart TVs,4,37137,141120.6,5,8440.21,Festive,Ganesh Chaturthi,UPI
9460,2024-02-21,North,Uttar Pradesh,Furniture,Chair,Basic Chair,1,8856,8856,0,1519.17,Winter,None,Credit Card
9461,2024-01-25,East,Odisha,Groceries,Cereals,Standard Cereals,4,513,1846.8,10,289.93,Winter,None,Credit Card
9462,2024-01-18,North,Uttar Pradesh,Home Appliances,Microwave Ovens,Basic Microwave Ovens,4,14882,59528,0,4534.48,Winter,None,Net Banking
9463,2024-11-16,East,Odisha,Clothing,Men's Wear,Standard Men's Wear,4,1337,4545.8,15,691.71,Festive,Durga Puja,Debit Card
9464,2024-02-24,East,West Bengal,Home Appliances,Microwave Ovens,Basic Microwave Ovens,4,29980,101932,15,16043.42,Winter,None,Debit Card
9465,2024-10-20,Central,Chhattisgarh,Clothing,Women's Wear,Premium Women's Wear,1,1148,975.8,15,86.14,Festive,Diwali,Credit Card
